Numero_Apogee,Prenom,Nom,Email,Genre,Age,Region,Universite,Diplome,Specialite,Annee_Etude,Note_Bac,Moyenne_Semestre_Precedent,GPA_Cumule,Nombre_Cours_Suivis,Nombre_Absences,Taux_Presence_Cours,Nombre_Travaux_Soumis,Nombre_Participations_Cours,Nombre_Visites_Bibliotheque_Mois,Heures_Etude_Hebdo,Acces_Internet,Ordinateur_Personnel,Acces_Ressources_Numeriques,Connexion_Plateforme_ELearning_Jour,Situation_Financiere,Emploi_Etudiant,Heures_Travail_Semaine,Tutorat_Suivi,Consultation_Professeur_Mois,Participation_Groupes_Etude,Niveau_Stress,Heures_Sommeil_Nuit,Activites_Sportives,Parent_Universitaire,Fratrie_Etudiant_Universite,Note_Mathematiques,Note_Sciences,Note_Theorie,Note_Pratique_TP,Note_Projets,Score_Participation_Classe,Score_Qualite_Travaux,Score_Comprehension_Concepts,Competence_Communication,Competence_Travail_Equipe,Competence_Probleme_Resolution,Competence_Gestion_Temps,Langue_Principale,Niveau_Francais,Niveau_Anglais,Motivation_Etudes,Interet_Specialite,Niveau_Competence_Academique,Score_Competence_Numerique
3413544,Insaf,Hessas,insaf.hessas@um5.ac.ma,F,26,Marrakech-Safi,Université Mohammed V,Master,Mathematiques,3,17.81,12.66,12.03,8,0,93.15,5,9,9,14.43,1,1,1,1,Moyen,0,0,1,1,1,1,7.23,1,1,0,5.1,12.56,14.33,13.3,13.03,3,1,1,2,1,2,1,Francais,Intermediaire,Intermediaire,2,8,Excellent,84.26
3613489,Aziz,Douiri,aziz.douiri@usmba.ac.ma,M,20,Guelmim-Oued-Noun,Université Sidi Mohamed Ben Abdellah,Master,Droit,1,11.21,8.92,10.5,14,12,59.65,10,4,7,18.7,1,1,1,0,Moyen,0,0,1,3,0,5,6.86,1,1,0,13.85,13.56,6.19,9.47,10.71,1,5,1,4,1,3,5,Amazigh,Intermediaire,Basique,8,3,Excellent,76.35
3481651,Hassan,Oufkir,hassan.oufkir@um5.ac.ma,M,30,Guelmim-Oued-Noun,Université Mohammed V,Diplome,Chimie,3,9.69,13.84,9.44,13,30,82.09,5,20,1,19.06,1,1,0,2,Bon,1,12,1,0,0,7,5.42,1,1,0,18.97,11.4,9.13,9.45,14.62,3,4,1,1,1,2,1,Francais,Basique,Basique,9,1,Excellent,84.85
3244914,Safiya,Hasani,safiya.hasani@uca.ac.ma,F,23,Draa-Tafilat,Université Cadi Ayyad,Master,Mathematiques,3,12.52,15.88,8.87,8,6,64.71,6,19,25,19.84,1,0,1,0,Bon,0,0,1,5,0,1,7.42,1,0,1,13.7,11.99,7.96,9.33,9.6,2,1,1,1,2,2,5,Amazigh,Avance,Basique,1,1,Bon,73.75
3456618,Fatima,Abboud,fatima.abboud@uaq.ac.ma,F,24,Souss-Massa,Université Al Quaraouiyine,Diplome,Informatique,2,8.52,11.54,11.56,10,14,79.03,9,15,1,15.81,0,1,0,1,Bon,1,23,1,5,0,5,5.84,0,0,0,13.9,12.86,8.39,11.47,17.5,2,4,2,4,5,4,1,Francais,Avance,Basique,7,8,Excellent,81.4
3475882,Leila,Imane,leila.imane@uae.ac.ma,F,22,Guelmim-Oued-Noun,Université Abdelmalek Essaadi,Diplome,Ingenierie,4,14.5,14.79,9.96,6,21,82.89,11,8,3,10.61,0,1,1,1,Moyen,0,0,1,0,1,1,6.15,1,1,1,15.08,13.31,10.94,17.74,8.83,5,5,4,4,5,5,3,Arabe,Basique,Basique,2,4,Excellent,75.92
3789180,Aisha,Imaidi,aisha.imaidi@uca.ac.ma,F,30,Guelmim-Oued-Noun,Université Cadi Ayyad,Master,Chimie,2,14.65,15.45,10.83,13,21,50,13,2,29,12.56,1,0,1,3,Faible,0,0,1,3,1,4,7.81,0,0,1,6.48,10.72,8.56,12.13,13.43,5,1,2,3,3,3,3,Francais,Avance,Avance,5,4,Excellent,77.53
3694782,Hassan,Regaig,hassan.regaig@uh2c.ac.ma,M,18,Laayoune-Sakia-Hamra,Université Hassan II,Diplome,Mathematiques,3,20,9.92,8.75,12,0,84.0,10,18,11,7.95,0,0,0,1,Bon,0,0,1,3,0,6,7.94,1,1,0,19.58,16.01,10.9,8.01,12.93,4,5,3,3,1,1,1,Francais,Intermediaire,Intermediaire,2,6,Bon,74.88
3297487,Rania,Hijazi,rania.hijazi@um5.ac.ma,F,18,Marrakech-Safi,Université Mohammed V,Licence,Economie,3,16.73,6.86,11.95,13,18,72.0,3,17,6,12.71,0,1,0,3,Faible,1,16,0,5,0,8,6.4,0,1,0,7.48,18.18,11.67,14.79,16.48,5,5,2,2,2,4,4,Francais,Intermediaire,Intermediaire,8,5,Excellent,86.5
3477440,Rania,Husam,rania.husam@uaq.ac.ma,F,25,Rabat-Sale-Kenitra,Université Al Quaraouiyine,Master,IA,3,11.89,10.81,12.48,10,12,50,14,9,11,10.92,0,0,1,1,Moyen,0,0,0,2,1,9,5.56,0,1,0,10.65,13.5,9.76,8.98,14.5,1,5,4,4,5,4,2,Francais,Avance,Basique,5,5,Excellent,84.28
3994978,Maryam,Imran,maryam.imran@usmba.ac.ma,F,30,Marrakech-Safi,Université Sidi Mohamed Ben Abdellah,Master,Economie,4,11.77,13.27,10.03,5,27,53.85,7,17,16,30.81,1,1,1,5,Faible,1,7,0,2,0,6,3.13,1,0,0,13.44,13.85,8.76,11.77,15.56,1,5,4,3,1,3,2,Arabe,Basique,Basique,5,2,Excellent,83.69
3927109,Nasir,Filali,nasir.filali@uae.ac.ma,M,19,Rabat-Sale-Kenitra,Université Abdelmalek Essaadi,Master,Digital,1,11.14,12.24,8.82,5,25,81.01,13,11,18,26.13,0,1,1,0,Faible,1,21,1,2,0,3,6.32,1,1,0,11.82,10.16,6.64,16.24,10.17,5,3,4,5,4,2,3,Arabe,Intermediaire,Avance,4,3,Excellent,83.18
3645043,Karim,Ghouti,karim.ghouti@usmba.ac.ma,M,18,Casablanca-Settat,Université Sidi Mohamed Ben Abdellah,Diplome,Droit,3,13.74,13.0,14.79,12,21,55.56,6,10,11,12.16,1,1,0,2,Bon,0,0,0,1,0,4,7.42,0,0,0,11.25,9.09,13.49,11.65,10.18,5,2,3,5,5,1,5,Francais,Intermediaire,Avance,9,8,Excellent,88.71
3756495,Ali,Imane,ali.imane@uca.ac.ma,M,20,Rabat-Sale-Kenitra,Université Cadi Ayyad,Master,Digital,3,13.67,10.2,7.3,14,23,73.47,1,19,1,1,1,1,0,4,Moyen,0,0,1,4,0,1,8.53,1,0,1,10.78,17.13,8.37,17.56,16.04,4,2,3,3,3,4,2,Arabe,Basique,Avance,9,5,Excellent,75.31
3246110,Jawad,Regaig,jawad.regaig@uh2c.ac.ma,M,18,Marrakech-Safi,Université Hassan II,Licence,IA,1,17.14,12.56,9.93,7,20,67.27,11,16,11,12.46,0,0,1,4,Moyen,0,0,0,2,1,2,6.51,0,0,1,7.64,17.61,11.75,14.09,9.96,4,3,1,5,1,1,2,Arabe,Basique,Avance,7,1,Excellent,82.79
3182398,Yasmine,Humes,yasmine.humes@usmba.ac.ma,F,30,Casablanca-Settat,Université Sidi Mohamed Ben Abdellah,Licence,Physique,2,13.85,15.12,9.45,15,25,92.54,6,8,7,9.72,1,1,1,1,Faible,1,18,1,4,1,9,6.82,0,0,1,13.82,10.91,7.37,18.39,11.01,3,2,1,2,1,2,3,Francais,Avance,Avance,9,4,Excellent,78.21
3623420,Nasir,Helali,nasir.helali@um5.ac.ma,M,27,Marrakech-Safi,Université Mohammed V,Master,Biologie,3,12.5,12.27,12.19,9,23,93.75,14,15,10,15.5,1,0,0,1,Faible,1,19,1,5,1,9,7.52,0,0,1,10.22,15.48,16.03,10.02,16.9,4,2,5,3,4,5,3,Francais,Avance,Basique,2,1,Excellent,80.13
3615720,Ibrahim,Huscai,ibrahim.huscai@uh2c.ac.ma,M,28,Fez-Meknes,Université Hassan II,Diplome,Physique,4,10.79,11.59,10.23,5,5,68.75,4,17,24,7.37,1,0,0,3,Faible,1,16,1,3,1,8,7.68,0,1,1,8.33,10.52,10.88,7.49,16.63,3,2,2,3,4,2,2,Amazigh,Intermediaire,Basique,3,2,Excellent,77.86
3238632,Omar,Imanuel,omar.imanuel@um5.ac.ma,M,29,Marrakech-Safi,Université Mohammed V,Licence,Droit,2,11.04,11.82,14.61,14,22,98.65,6,12,24,1,0,0,1,3,Moyen,0,0,0,3,0,1,7.81,0,1,1,10.15,15.38,5.79,10.96,11.6,1,4,2,5,1,4,4,Francais,Basique,Avance,7,9,Excellent,89.37
3457799,Layla,Ilyass,layla.ilyass@um5.ac.ma,F,18,Beni-Mellal-Khenifra,Université Mohammed V,Licence,Physique,4,20,13.33,13.99,15,11,87.23,3,8,29,10.4,0,1,1,5,Bon,1,6,1,3,1,7,3.4,1,1,1,8.61,15.08,8.97,8.0,7.47,1,3,2,5,3,1,1,Arabe,Basique,Avance,2,4,Excellent,85.97
3441911,Amina,Hasani,amina.hasani@usmba.ac.ma,F,29,Guelmim-Oued-Noun,Université Sidi Mohamed Ben Abdellah,Diplome,Chimie,2,10.53,13.47,14.1,12,13,92.68,13,5,20,14.46,0,0,0,2,Moyen,1,12,0,0,1,5,8.29,1,1,1,14.37,15.72,11.47,16.2,13.64,1,1,3,5,1,1,5,Francais,Basique,Avance,5,8,Excellent,92.46
3191382,Tariq,Helaoui,tariq.helaoui@uae.ac.ma,M,23,Souss-Massa,Université Abdelmalek Essaadi,Diplome,IA,1,11.88,10.24,17.52,10,15,78.95,13,10,14,17.05,1,0,0,0,Bon,1,23,0,5,0,4,5.57,1,0,1,11.54,15.44,13.9,10.92,14.07,5,1,2,5,3,3,1,Amazigh,Intermediaire,Basique,4,3,Excellent,97.42
3543745,Rana,Humeida,rana.humeida@uca.ac.ma,F,23,Tanger-Asifa,Université Cadi Ayyad,Master,Informatique,3,12.94,11.21,12.52,9,25,60.29,12,18,15,15.74,0,0,1,4,Faible,0,0,0,5,0,9,7.83,1,1,1,14.47,7.99,14.04,11.42,8.45,5,1,4,1,3,1,5,Francais,Avance,Intermediaire,1,6,Excellent,82.79
3628079,Rania,Ettefagh,rania.ettefagh@um5.ac.ma,F,24,Rabat-Sale-Kenitra,Université Mohammed V,Licence,IA,2,8.62,14.89,13.61,8,6,93.33,12,12,6,2.64,0,1,0,4,Bon,0,0,1,4,0,9,7.24,1,0,1,10.72,15.22,9.43,12.94,11.51,5,4,3,2,2,1,4,Amazigh,Avance,Avance,3,6,Excellent,84.09
3358543,Jihane,Hijazi,jihane.hijazi@um5.ac.ma,F,22,Rabat-Sale-Kenitra,Université Mohammed V,Diplome,Mathematiques,1,19.37,14.58,13.33,13,16,85.14,6,7,9,15.85,0,0,0,3,Bon,0,0,0,3,1,9,7.26,1,0,0,9.58,15.79,10.19,13.2,12.01,4,1,4,4,1,1,1,Arabe,Intermediaire,Basique,3,1,Excellent,87.92
3770868,Yasmine,Imadeddine,yasmine.imadeddine@um5.ac.ma,F,26,Casablanca-Settat,Université Mohammed V,Licence,Informatique,1,14.03,12.05,9.31,6,7,57.14,4,1,26,22.75,0,0,1,4,Bon,0,0,0,2,0,2,3.93,0,0,0,15.42,15.29,6.99,10.26,14.01,4,2,3,3,2,4,4,Francais,Intermediaire,Intermediaire,2,9,Excellent,86.89
3612062,Zohra,Ettefagh,zohra.ettefagh@uca.ac.ma,F,18,Laayoune-Sakia-Hamra,Université Cadi Ayyad,Licence,Biologie,4,17.51,10.14,12.17,6,19,55.77,3,19,24,9.35,0,0,0,4,Faible,0,0,1,2,1,2,5.3,1,0,0,10.49,10.29,13.66,10.88,11.49,5,5,2,4,4,1,5,Amazigh,Intermediaire,Avance,7,6,Excellent,81.78
3826474,Salma,Ilyass,salma.ilyass@uca.ac.ma,F,28,Guelmim-Oued-Noun,Université Cadi Ayyad,Licence,Informatique,4,11.23,10.32,12.96,11,16,65.0,3,6,20,2.61,0,1,0,1,Bon,1,18,0,2,1,5,9.22,0,0,1,8.47,12.53,12.82,9.0,8.42,5,3,3,4,1,3,2,Arabe,Intermediaire,Basique,3,2,Excellent,78.87
3849947,Ibrahim,Saidi,ibrahim.saidi@uae.ac.ma,M,30,Marrakech-Safi,Université Abdelmalek Essaadi,Diplome,IA,3,11.35,7.35,12.68,12,12,72.0,10,6,1,25.89,0,1,0,3,Bon,0,0,0,5,0,7,8.59,0,1,1,15.27,12.9,14.04,9.26,9.78,4,3,4,1,5,3,5,Amazigh,Intermediaire,Intermediaire,2,2,Excellent,98.04
3210439,Samira,Humidi,samira.humidi@uh2c.ac.ma,F,24,Marrakech-Safi,Université Hassan II,Diplome,Digital,4,13.54,12.16,9.35,14,12,71.88,3,17,21,15.31,1,0,0,5,Faible,1,6,0,0,1,7,7.2,1,1,0,17.55,14.82,14.47,13.55,12.15,3,5,5,5,2,1,4,Arabe,Avance,Avance,9,1,Excellent,82.9
3215279,Karim,Zahra,karim.zahra@uaq.ac.ma,M,28,Fez-Meknes,Université Al Quaraouiyine,Master,Chimie,3,17.02,14.02,11.57,6,30,69.23,8,8,29,20.45,0,1,1,2,Moyen,0,0,1,2,0,3,9.87,1,1,0,10.46,5,16.03,10.67,16.45,3,4,4,2,1,2,4,Arabe,Basique,Avance,7,5,Excellent,87.88
3534293,Dina,Benchamsi,dina.benchamsi@um5.ac.ma,F,23,Tanger-Asifa,Université Mohammed V,Master,Biologie,4,14.83,14.48,9.53,11,19,90.0,7,20,24,20.42,1,1,0,1,Moyen,0,0,0,2,1,3,7.18,1,1,1,11.39,16.43,10.46,9.6,12.12,1,3,2,3,1,5,3,Arabe,Intermediaire,Basique,3,5,Excellent,85.47
3916324,Hana,Ettefagh,hana.ettefagh@uaq.ac.ma,F,22,Tanger-Asifa,Université Al Quaraouiyine,Diplome,Biologie,4,16.03,10.02,11.96,5,23,97.62,10,17,3,21.09,0,0,1,0,Bon,1,24,0,3,0,4,4.77,0,0,1,10.02,15.27,14.34,13.14,18.47,4,3,4,1,1,5,2,Amazigh,Intermediaire,Avance,2,3,Excellent,92.14
3222569,Mohamed,Oufkir,mohamed.oufkir@usmba.ac.ma,M,24,Draa-Tafilat,Université Sidi Mohamed Ben Abdellah,Diplome,Mathematiques,4,15.96,10.78,12.36,14,13,63.83,1,15,19,1,0,0,1,1,Bon,0,0,0,1,0,6,7.24,0,0,0,11.2,13.45,9.54,14.0,14.99,4,2,3,3,1,3,1,Amazigh,Intermediaire,Basique,5,8,Excellent,80.4
3269871,Leila,Ilyass,leila.ilyass@uh2c.ac.ma,F,19,Beni-Mellal-Khenifra,Université Hassan II,Licence,Digital,2,16.24,14.39,15.14,14,15,66.67,1,6,16,23.95,1,1,1,1,Faible,0,0,0,1,0,3,6.96,0,1,0,17.91,8.62,14.6,13.24,14.42,3,3,2,5,4,5,3,Francais,Intermediaire,Avance,1,5,Excellent,96.66
3506494,Layla,Humes,layla.humes@uae.ac.ma,F,29,Souss-Massa,Université Abdelmalek Essaadi,Licence,IA,2,15.69,12.84,13.72,7,8,89.47,5,8,21,14.93,0,1,1,0,Bon,1,23,1,2,0,9,8.01,1,1,1,14.07,11.4,13.96,14.84,14.42,4,1,4,4,2,3,1,Arabe,Avance,Intermediaire,3,3,Excellent,88.84
3236597,Adil,Hasani,adil.hasani@uae.ac.ma,M,24,Fez-Meknes,Université Abdelmalek Essaadi,Master,Physique,2,15.61,13.86,13.02,5,10,94.64,13,13,17,8.42,0,0,0,4,Faible,1,22,0,5,1,9,8.22,0,0,0,8.8,11.12,10.74,12.66,13.83,5,3,2,2,3,3,4,Amazigh,Basique,Basique,1,3,Excellent,85.95
3727718,Karim,Filali,karim.filali@uh2c.ac.ma,F,26,Marrakech-Safi,Université Hassan II,Master,Economie,2,10.74,10.29,13.37,15,8,91.67,15,6,5,16.06,1,0,0,1,Faible,0,0,1,0,0,8,8.79,1,0,0,12.55,17.63,12.63,12.86,8.84,5,3,2,3,4,1,5,Amazigh,Avance,Avance,6,3,Excellent,87.02
3854530,Hamid,Husam,hamid.husam@um5.ac.ma,M,25,Rabat-Sale-Kenitra,Université Mohammed V,Diplome,Biologie,1,15.19,11.25,15.86,6,24,89.58,8,3,11,14.02,0,0,1,2,Bon,1,17,1,1,1,3,6.32,0,0,0,8.09,10.92,15.1,8.36,12.36,2,3,2,2,5,4,5,Amazigh,Intermediaire,Avance,8,2,Excellent,93.47
3561657,Salma,Harami,salma.harami@uae.ac.ma,F,28,Draa-Tafilat,Université Abdelmalek Essaadi,Licence,Informatique,4,9.87,15.37,13.17,6,23,54.1,11,1,7,7.64,1,0,0,3,Faible,1,20,1,4,0,2,6.81,1,0,0,11.26,20,11.53,10.72,9.21,5,4,4,2,1,3,2,Amazigh,Intermediaire,Basique,7,2,Bon,73.32
3506180,Abdelhaq,Hunaidi,abdelhaq.hunaidi@uaq.ac.ma,M,23,Laayoune-Sakia-Hamra,Université Al Quaraouiyine,Master,Mathematiques,4,20,9.18,17.28,8,7,95.89,7,20,12,1,1,1,0,2,Faible,1,24,0,1,1,5,9.52,0,0,0,12.74,16.83,7.94,15.08,12.59,5,2,2,3,3,2,2,Francais,Intermediaire,Intermediaire,6,2,Excellent,88.12
3708240,Walid,Imran,walid.imran@uh2c.ac.ma,M,26,Casablanca-Settat,Université Hassan II,Diplome,Chimie,3,11.79,9.34,10.23,13,30,77.27,10,6,0,24.44,1,1,0,4,Faible,1,14,0,0,0,7,8.76,1,1,0,8.28,9.69,14.53,19.41,13.5,4,5,2,4,4,3,1,Amazigh,Basique,Avance,1,8,Excellent,80.32
3161174,Fatima,Husayn,fatima.husayn@uh2c.ac.ma,F,27,Fez-Meknes,Université Hassan II,Master,Ingenierie,4,15.62,13.01,10.85,10,3,70.15,1,10,19,6.77,0,0,1,2,Faible,1,5,1,2,1,6,6.14,0,0,0,7.59,6.54,10.55,11.64,9.56,3,3,5,2,3,4,5,Arabe,Basique,Intermediaire,9,9,Excellent,85.18
3185855,Mohamed,Imanuel,mohamed.imanuel@uae.ac.ma,M,27,Draa-Tafilat,Université Abdelmalek Essaadi,Licence,Chimie,1,12.02,7.68,14.62,6,14,73.44,12,13,4,25.93,0,0,1,2,Bon,0,0,0,0,0,3,7.15,1,1,1,14.32,14.15,12.11,12.41,18.44,3,2,3,4,4,4,1,Arabe,Intermediaire,Avance,3,6,Excellent,93.19
3367617,Zohra,Husain,zohra.husain@usmba.ac.ma,F,27,Laayoune-Sakia-Hamra,Université Sidi Mohamed Ben Abdellah,Licence,Mathematiques,3,16.28,13.3,11.42,5,22,85.48,15,18,30,18.49,0,1,1,5,Moyen,1,19,1,4,1,3,4.99,0,0,1,6.52,10.28,14.58,13.51,9.55,2,5,1,4,4,4,4,Francais,Intermediaire,Avance,3,5,Excellent,88.91
3208445,Samira,Belharbi,samira.belharbi@uaq.ac.ma,F,20,Rabat-Sale-Kenitra,Université Al Quaraouiyine,Master,Informatique,4,19.0,10.31,16.95,8,10,85.71,1,19,13,8.08,0,0,0,1,Moyen,1,16,0,3,1,3,7.42,0,0,1,13.33,15.33,20,17.26,14.29,4,3,3,5,1,2,2,Francais,Basique,Basique,6,5,Excellent,93.65
3775908,Samir,Saidi,samir.saidi@um5.ac.ma,M,28,Casablanca-Settat,Université Mohammed V,Licence,Physique,3,9.79,8.15,11.1,15,7,65.33,1,8,26,1,1,1,1,0,Moyen,0,0,0,4,1,4,7.28,1,1,1,17.04,11.81,9.5,13.1,10.98,5,4,3,2,1,5,3,Amazigh,Basique,Basique,7,5,Bon,74.03
3304535,Omar,Huscai,omar.huscai@uaq.ac.ma,M,28,Laayoune-Sakia-Hamra,Université Al Quaraouiyine,Licence,Informatique,2,8.52,13.48,13.67,11,24,72.73,9,16,1,14.63,1,0,0,4,Faible,1,7,0,5,1,6,6.97,1,1,0,17.84,8.13,11.53,10.62,15.5,2,3,1,1,4,5,1,Amazigh,Intermediaire,Intermediaire,6,6,Excellent,94.64
3146303,Zohra,Ifrah,zohra.ifrah@uh2c.ac.ma,F,21,Rabat-Sale-Kenitra,Université Hassan II,Master,Economie,3,14.1,12.38,13.41,6,20,78.85,8,10,12,8.2,1,0,0,0,Faible,1,19,0,1,1,3,9.71,1,0,1,17.7,15.09,11.36,16.41,12.17,2,3,1,5,5,5,4,Amazigh,Avance,Basique,2,2,Excellent,77.15
3550801,Abdelhaq,Firdaous,abdelhaq.firdaous@uh2c.ac.ma,M,28,Rabat-Sale-Kenitra,Université Hassan II,Licence,Informatique,1,18.26,11.85,13.7,8,2,100,1,2,1,23.35,0,0,1,3,Faible,0,0,0,2,0,1,6.34,1,1,1,14.98,10.29,9.26,13.62,16.25,5,3,2,4,2,2,4,Amazigh,Avance,Basique,3,1,Excellent,91.35
3519287,Abdelhaq,Helaoui,abdelhaq.helaoui@uaq.ac.ma,M,23,Rabat-Sale-Kenitra,Université Al Quaraouiyine,Licence,Ingenierie,3,12.7,14.22,11.91,14,30,58.54,3,17,18,23.03,0,1,1,1,Faible,1,18,0,5,1,6,6.53,1,0,0,9.87,8.48,14.19,11.48,17.91,5,1,5,2,2,2,2,Amazigh,Avance,Intermediaire,5,5,Excellent,84.94
3834633,Layla,Hunaidi,layla.hunaidi@uh2c.ac.ma,F,22,Marrakech-Safi,Université Hassan II,Licence,IA,4,16.65,14.62,10.72,6,8,67.69,3,12,22,17.19,0,1,0,1,Faible,1,14,0,2,0,9,8.91,0,1,1,12.99,8.19,15.33,15.39,13.47,3,3,3,2,3,5,1,Arabe,Intermediaire,Basique,1,7,Excellent,76.66
3269715,Layla,Helaoui,layla.helaoui@um5.ac.ma,F,18,Draa-Tafilat,Université Mohammed V,Master,Chimie,1,20,15.2,14.79,14,2,81.33,13,20,18,8.8,0,0,0,4,Bon,0,0,0,5,1,1,5.04,1,1,1,13.48,13.32,11.56,9.24,12.34,1,3,4,2,4,5,3,Francais,Avance,Intermediaire,3,2,Excellent,87.96
3481214,Hanaa,Ignjatovic,hanaa.ignjatovic@uaq.ac.ma,F,24,Souss-Massa,Université Al Quaraouiyine,Licence,Biologie,4,8.54,10.0,9.18,6,9,91.53,5,12,23,16.04,0,0,1,2,Moyen,0,0,1,2,0,2,8.81,0,0,0,15.72,14.35,10.09,8.64,14.94,1,2,1,2,1,3,5,Arabe,Basique,Avance,9,4,Excellent,84.28
3560976,Bilal,Ghazali,bilal.ghazali@uae.ac.ma,M,18,Beni-Mellal-Khenifra,Université Abdelmalek Essaadi,Diplome,Chimie,2,15.52,14.4,10.98,13,5,98.0,7,13,14,13.12,1,0,0,5,Faible,1,7,1,3,0,6,6.55,1,0,1,9.67,10.46,8.01,7.92,9.86,2,1,2,3,3,2,1,Arabe,Basique,Intermediaire,4,5,Excellent,78.32
3321756,Rashid,Housni,rashid.housni@usmba.ac.ma,M,28,Fez-Meknes,Université Sidi Mohamed Ben Abdellah,Master,Droit,2,14.91,12.4,9.9,9,29,98.51,13,10,30,8.83,1,0,0,2,Moyen,1,14,1,1,0,2,7.54,1,1,1,11.29,14.08,13.31,8.39,12.65,5,2,4,1,4,2,2,Amazigh,Avance,Intermediaire,4,3,Excellent,79.98
3306172,Rania,Inani,rania.inani@uh2c.ac.ma,F,18,Souss-Massa,Université Hassan II,Licence,Chimie,4,12.66,14.11,11.1,6,30,85.0,5,3,13,14.44,0,1,0,3,Bon,1,10,0,3,1,3,7.36,1,0,0,11.45,11.03,9.48,13.42,6.4,4,5,5,2,5,4,4,Amazigh,Avance,Avance,2,1,Excellent,83.91
3894896,Jihane,Ibrahimi,jihane.ibrahimi@uh2c.ac.ma,F,25,Guelmim-Oued-Noun,Université Hassan II,Master,Informatique,3,15.64,13.69,13.37,6,8,53.66,1,16,27,14.22,1,1,1,0,Moyen,0,0,1,4,0,3,7.79,0,0,1,9.32,9.58,9.41,9.82,8.06,3,4,4,2,2,1,5,Amazigh,Avance,Intermediaire,8,2,Excellent,79.5
3392675,Nour,Husain,nour.husain@uae.ac.ma,F,19,Beni-Mellal-Khenifra,Université Abdelmalek Essaadi,Master,Chimie,4,17.93,12.29,10.95,9,29,66.67,7,12,24,14.66,1,1,1,1,Bon,1,9,1,0,1,5,7.05,0,0,1,13.12,13.48,8.79,15.42,5,2,3,1,4,1,4,5,Francais,Intermediaire,Intermediaire,9,3,Excellent,75.78
3649862,Zohra,Houbiche,zohra.houbiche@uca.ac.ma,F,21,Fez-Meknes,Université Cadi Ayyad,Master,Ingenierie,1,11.99,11.9,11.31,6,23,77.78,3,1,25,28.66,0,1,1,3,Moyen,0,0,0,2,1,7,7.49,0,1,0,13.33,15.78,11.94,13.03,12.24,5,2,3,4,1,5,1,Amazigh,Intermediaire,Basique,3,8,Excellent,85.78
3755859,Layla,Hudak,layla.hudak@uae.ac.ma,F,19,Souss-Massa,Université Abdelmalek Essaadi,Diplome,Biologie,4,15.62,12.57,16.01,11,13,91.8,10,20,4,25.09,0,1,0,4,Moyen,1,10,0,1,0,2,6.66,1,0,1,8.41,14.58,10.71,13.2,10.25,3,3,2,5,4,3,1,Amazigh,Basique,Avance,1,4,Excellent,95.95
3792033,Rania,Inani,rania.inani@um5.ac.ma,F,24,Guelmim-Oued-Noun,Université Mohammed V,Diplome,Biologie,3,12.96,15.96,14.57,9,25,80.0,8,19,1,18.69,1,1,1,2,Faible,0,0,1,1,1,3,8.93,1,0,1,15.71,12.99,11.98,10.5,11.81,1,1,2,5,4,5,1,Francais,Avance,Intermediaire,9,3,Excellent,93.14
3519089,Zohra,Husain,zohra.husain@uae.ac.ma,F,27,Casablanca-Settat,Université Abdelmalek Essaadi,Licence,IA,2,13.89,14.27,10.21,7,22,91.84,15,4,7,15.63,0,1,0,1,Moyen,0,0,1,1,1,2,9.49,0,0,0,8.32,12.4,15.25,10.58,10.59,2,2,2,2,2,2,5,Amazigh,Intermediaire,Intermediaire,7,2,Excellent,84.73
3568762,Leila,Regaig,leila.regaig@uh2c.ac.ma,F,30,Souss-Massa,Université Hassan II,Diplome,Physique,1,9.07,12.42,10.37,10,26,76.92,5,8,14,24.41,0,0,1,0,Bon,0,0,0,2,1,5,5.64,1,0,0,9.73,9.04,12.78,10.46,12.95,3,1,5,2,4,3,2,Arabe,Avance,Basique,1,7,Excellent,89.03
3611159,Walid,Houbiche,walid.houbiche@um5.ac.ma,M,19,Souss-Massa,Université Mohammed V,Master,Chimie,2,11.88,14.38,13.37,8,10,89.55,4,16,6,9.09,1,0,0,1,Bon,1,20,1,5,0,6,4.76,1,1,0,13.88,14.24,10.96,17.8,10.17,1,2,1,4,5,4,2,Francais,Avance,Basique,6,3,Excellent,81.51
3993430,Hicham,Firdaous,hicham.firdaous@usmba.ac.ma,M,29,Casablanca-Settat,Université Sidi Mohamed Ben Abdellah,Licence,Mathematiques,4,15.31,11.03,10.92,11,14,74.55,8,9,15,21.1,0,1,0,0,Moyen,0,0,1,5,1,5,8.21,1,0,1,16.43,11.04,8.02,12.26,16.41,5,1,2,1,2,3,5,Arabe,Basique,Avance,1,1,Excellent,79.05
3635304,Youssef,Hunaidi,youssef.hunaidi@um5.ac.ma,M,18,Tanger-Asifa,Université Mohammed V,Master,Biologie,2,16.75,13.62,9.01,6,26,95.0,15,7,14,10.23,0,0,0,5,Bon,1,5,1,5,0,5,5.29,0,1,1,10.87,5,7.91,10.41,12.88,2,5,2,4,5,1,5,Amazigh,Basique,Avance,4,9,Excellent,81.05
3670212,Laila,Ettefagh,laila.ettefagh@uae.ac.ma,F,19,Beni-Mellal-Khenifra,Université Abdelmalek Essaadi,Diplome,Mathematiques,3,14.46,9.26,13.02,12,20,88.06,7,19,30,19.36,1,1,1,2,Bon,0,0,0,0,1,2,6.52,0,0,1,11.86,14.3,11.83,10.17,10.82,1,1,5,1,5,4,2,Francais,Avance,Intermediaire,3,4,Excellent,83.18
